Building No.,Building Name,Address,City,ZIP
1177,FSI - FILTER HOUSE,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1178,FSI - SOUTH STORAGE BUILDING,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1179,FIRE SERVICE INSTITUTE - PROPS,11  E GERTY DR,CHAMPAIGN,
1180,2 NORTH LASALLE,2 NORTH LASALLE,CHICAGO,60602
1183,FSI - ARSON TRAINING LABORATORY A,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1184,FSI - ARSON TRAINING LABORATORY B,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1185,FSI - ARSON TRAINING LABORATORY C,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1186,FSI - ARSON TRAINING LABORATORY D,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1187,INDOOR GOLF FACILITY,1415 W. ST. MARY'S ROAD,URBANA,61801
1188,305 E. CURTIS ROAD,305 E. CURTIS ROAD,URBANA,61801
1189,"305 E. CURTIS, POLE SHED",305  E. CURTIS,URBANA,
1190,4202 S. FIRST STREET,,CHAMPAIGN,61820
1191,FLIGHTSTAR HANGAR #8,AIRPORT ROAD,SAVOY,61874
1192,AIRPORT CONTROL TOWER (NEW),AIRPORT ROAD,SAVOY,
1196,"300 SOUTH BROADWAY, SUITE 152, URBANA","300 SOUTH BROADWAY, SUITE 152",URBANA,61801
1197,201 INDUSTRIAL DRIVE,201 INDUSTRIAL DRIVE,URBANA,61802
1198,1112 W. UNIVERSITY AVE,1112  W. UNIVERSITY AVE.,URBANA,
1199,YMCA,1001 S. WRIGHT ST.,CHAMPAIGN,61820
 1200-1299,,,,
1201,"1114 CR, 1200 E",NULL,CHAMPAIGN,61820
1203,230 W. SUPERIOR STREET,230 WEST SUPERIOR STREET,CHICAGO,60606
1206,BUSINESS INSTRUCTIONAL FACILITY,515 GREGORY DRIVE,CHAMPAIGN,61820
1207,"528 E GREEN, CHAMPAIGN",528 E. GREEN,CHAMPAIGN,61820
1208,"505 E. CHALMERS, CHAMPAIGN",505  E. CHALMERS,CHAMPAIGN,
1209,ENGINEERING STUDENT PROJECT LABORATORY,1023 W. WESTERN AVENUE,URBANA,61801
1210,Z-3 BUILDING,1210-2021 S. FIRST STREET,CHAMPAIGN,61820
1211,TECH DEV.& FAB. CENTER,1211-2111 S. OAK ST.,CHAMPAIGN,61820
1212,"150 N. WACKER, CHICAGO",150 N. WACKER,CHICAGO,60606
1213,SPEECH LANGUAGE PATHOLOGY CLINIC,2001 S. OAK,CHAMPAIGN,61820
1214,CONFERENCE CENTER,111 ST. MARY'S ROAD,CHAMPAIGN,61820
1215,IHOTEL,1802 S. FIRST STREET,CHAMPAIGN,61820
1216,POULTRY CAGE HOUSE #3,4513 S. RACE ST.,URBANA,61802
1217,ASHTON WOODS APARTMENTS OFFICE,2221 S. FIRST STREET,CHAMPAIGN,61820
1218,ASHTON WOODS APARTMENTS,2301 S. FIRST STREET,CHAMPAIGN,61820
1219,ASHTON WOODS APARTMENTS,2303 S. FIRST STREET,CHAMPAIGN,61820
1220,ASHTON WOODS APARTMENTS,2305 S. FIRST STREET,CHAMPAIGN,61820
1221,ASHTON WOODS APARTMENTS,2307 S. FIRST STREET,CHAMPAIGN,61820
1222,ASHTON WOODS APARTMENTS,2309 S. FIRST STREET,CHAMPAIGN,61820
1223,ASHTON WOODS APARTMENTS,2215 S. FIRST STREET,CHAMPAIGN,61820
1224,ASHTON WOODS APARTMENTS,2217 S. FIRST STREET,CHAMPAIGN,61820
1225,ASHTON WOODS APARTMENTS,2219 S. FIRST STREET,CHAMPAIGN,61820
1226,ASHTON WOODS APARTMENTS,2311 S. FIRST STREET,CHAMPAIGN,61820
1227,ASHTON WOODS APARTMENTS,2313 S. FIRST STREET,CHAMPAIGN,61820
1228,ASHTON WOODS APARTMENTS,2315 S. FIRST STREET,CHAMPAIGN,61820
1229,ASHTON WOODS APARTMENTS,2317 S. FIRST STREET,CHAMPAIGN,61820
1230,ASHTON WOODS APARTMENTS,2319 S. FIRST STREET,CHAMPAIGN,61820
1232,SHELFORD VIVARIUM GREENHOUSE,608 E. HEALEY,CHAMPAIGN,61820
1233,INTEGRATED BIOPROCESSING LABORATORY,,,
1234,POULTRY SPECIALIZED RESEARCH #2,4513 S. RACE STREET,URBANA,61802
1235,POULTRY HATCHERY #1,4513 S. RACE STREET,URBANA,61802
1236,POULTRY GROWER HOUSE #4,4513 S. RACE STREET,URBANA,61802
1237,POULTRY BREEDER HOUSE #5,4513 S. RACE STREET,URBANA,61802
1238,POULTRY ROOSTER HOUSE,4513 S. RACE STREET,URBANA,61802
1240,AIRPORT HANGAR #9,AIRPORT ROAD,SAVOY,61874
1241,GREGORY PLACE II,1010 W. NEVADA,URBANA,61802
1242,ENERGY BIOSCIENCE - METAL SHED,4301 S. PHILO ROAD,URBANA,61802
1244,NATIONAL PETASCALE COMPUTING FACILITY,1244-1725 S. OAK STREET,CHAMPAIGN,61820
1245,MAXWELL SHED,4202 S. FIRST STREET,SAVOY,61874
1246,10 UNIT T-HANGAR (WEST),7 AIRPORT ROAD,SAVOY,61874
1247,STUDENT DINING AND RESIDENTIAL PROGRAMS BUILDING,301 E. GREGORY DRIVE,CHAMPAIGN,61820
1248,TIMOTHY J. NUGENT HALL,207 E. GREGORY DRIVE,CHAMPAIGN,61820
1249,IKENBERRY COMMONS - RESIDENCE HALL (NUMBER TBD),,CHAMPAIGN,
1250,IKENBERRY COMMONS - RESIDENCE HALL (NUMBER TBD),,CHAMPAIGN,
1251,IKENBERRY COMMONS - RESIDENCE HALL (NUMBER TBD),,CHAMPAIGN,
1252,BOUSFIELD HALL,,CHAMPAIGN,61820
1253,IKENBERRY COMMONS - RESIDENCE HALL (NUMBER TBD),,CHAMPAIGN,
1254,IKENBERRY COMMONS - RESIDENCE HALL (NUMBER TBD),,CHAMPAIGN,
1255,IKENBERRY COMMONS - RESIDENCE HALL (NUMBER TBD),,CHAMPAIGN,
1256,IKENBERRY COMMONS - RESIDENCE HALL (NUMBER TBD),,CHAMPAIGN,
1258,FRUIT RESEARCH FARM - ADMIN. BLDG.,2711 S. RACE STREET,CHAMPAIGN,61820
1259,FRUIT RESEARCH FARM - EQUIPMENT STORAGE,1031 W. GREGORY DRIVE,URBANA,61801
1260,FRUIT RESEARCH FARM - CHEMICAL STORAGE,1301 W. GREGORY DRIVE,URBANA,61801
1261,FSI - LEARNING RESOURCE RESEARCH CENTER,25 GERTY DRIVE,CHAMPAIGN,61820
1262,507 E. GREEN,507 E. GREEN,CHAMPAIGN,61820
1263,MCFARLAND CARILLON,1401  W. LOREDO TAFT DRIVE,URBANA,
1264,703 S. WRIGHT,703  S. WRIGHT,CHAMPAIGN,
1265,901 W. UNIVERSITY,901 W. UNIVERSITY,URBANA,61801
1266,TECH. DEV. & FAB. CENTER 2,,CHAMPAIGN,61820
1267,EBI FARM SHED SOUTH FARMS,4110 S. RACE,URBANA,61801
1268,ROBERT A. EVERS LABORATORY,1909  S. OAK STREET,CHAMPAIGN,61820
1269,EICHELBERGER FIELD - CONCESSIONS,1201 W. FLORIDA AVE.,URBANA,61801
1270,EICHELBERGER FIELD - LOCKER ROOM,1201 W. FLORIDA AVE.,URBANA,61801
1271,704 S. NEIL,704 S. NEIL,CHAMPAIGN,61820
1272,UNIT 2252,2202 N. MARKET,CHAMPAIGN,61820
1273,SPACE CC-8,1408 W. ANTHONY DRIVE,URBANA,61801
1274,SWINE ISOLATION - LL BUILDING,811 W. CURTIS RD,URBANA,61801
1275,SWINE ISOLATION - QUAD PLEX,811 W. CURTIS RD,URBANA,61801
1276,SWINE ISOLATION - OLD CORN CRIB,811 W. CURTIS RD,URBANA,61801
1277,LL NURSERY,3502 S. FIRST ST.,CHAMPAIGN,61820
1278,SWINE RESEARCH CENTER - N14 STORAGE SHED,3502 S. FIRST ST.,CHAMPAIGN,61820
1282,IL RIVER BIOLOGICAL STATION,704 N. SCHRADER AVENUE,HAVANA,62644
1283,ILLINOIS FEILD - CONCESSIONS,FLORIDA AVENUE AND WRIGHT STREET,URBANA,61801
1284,ILLINOIS FIELD - LOCKER ROOM,FLORIDA AVENUE AND WRIGHT STREET,URBANA,61801
1285,ILLINOIS FIELD VISITOR'S LOCKER,1605 S. WRIGHT ST.,CHAMPAIGN,61820
1286,LITTELFUSE RESEARCH CENTER,2110 S. OAK ST.,CHAMPAIGN,61820
1287,RACE ST. FARMSTEAD - FARMHOUSE,4514 S. RACE ST.,URBANA,61801
1288,RACE ST. FARMSTEAD - LARGE SHED,4514 S. RACE ST.,URBANA,61801
1289,RACE ST. FARMSTEAD - SMALL SHED,4514 S. RACE ST.,URBANA,61801
1290,RACE ST. FARMSTEAD - GRAIN BINS,4514 S. RACE ST.,URBANA,61801
1291,BIOMASS DRYING OPEN SHED,4110  S. RACE STREET,URBANA,
1292,NULL,,,
1293,LITTELFUSE RESEARCH CENTER GENERATOR BUILDING,2110 S. OAK STREET,CHAMPAIGN,61820
1294,GABLE HOME,1900 S. FIRST STREET,CHAMPAIGN,61820
1295,FRUIT RESEARCH FARM - PESTICIDE STORAGE UNIT 1,2711 S. RACE STREET,URBANA,61801
1296,FRUIT RESEARCH FARM - PESTICIDE STORAGE UNIT 2,2711 S. RACE STREET,URBANA,61801
1297,FSI - STRIP MALL BURN PROP / STREETSCAPE TRAINING PROP,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1298,CMS STATE GARAGE,201 EISNER ROAD,CHAMPAIGN,61822
1299,STATE POLICE DISTRICT 10,,PESOTUM,61863
 1300-1399,,,,
1300,DIXON SPRINGS: 505-09,RT 1 BOX 256,SIMPSON,
1301,DIXON SPRINGS: 505-10,RT 1 BOX 256,SIMPSON,
1302,DIXON SPRINGS: 124-08,RT 1 BOX 256,SIMPSON,
1303,DIXON SPRINGS: 124-15,RT 1 BOX 256,SIMPSON,
1304,DIXON SPRINGS: 124-16,RT 1 BOX 256,SIMPSON,
1305,DIXON SPRINGS: 124-19,RT 1 BOX 256,SIMPSON,
1306,DIXON SPRINGS: 124-24,RT 1 BOX 256,SIMPSON,
1307,DIXON SPRINGS: 124-25,RT 1 BOX 256,SIMPSON,
1308,DIXON SPRINGS: 124-26,RT 1 BOX 256,SIMPSON,
1309,DIXON SPRINGS: 124-27,RT 1 BOX 256,SIMPSON,
1310,DIXON SPRINGS: 135-09,RT 1 BOX 256,SIMPSON,
1311,DIXON SPRINGS: 214-21,RT 1 BOX 256,SIMPSON,
1312,DIXON SPRINGS: 283-10,RT1 BOX 256,SIMPSON,
1313,DIXON SPRINGS: 319-15,RT1 BOX 256,SIMPSON,
1314,DIXON SPRINGS: 422-01,RT 1 BOX 256,SIMPSON,
1315,DIXON SPRINGS: 422-02,RT 1 BOX 256,SIMPSON,
1316,DIXON SPRINGS: 422-05,RT 1 BOX 256,SIMPSON,
1317,DIXON SPRINGS: 422-08,RT 1 BOX 256,SIMPSON,
1318,DIXON SPRINGS: 422-14,RT 1 BOX 256,SIMPSON,
1319,DIXON SPRINGS: 422-23,RT 1 BOX 256,SIMPSON,
1320,DIXON SPRINGS: 422-25,RT 1 BOX 256,SIMPSON,
1321,DIXON SPRINGS: 422-27,RT 1 BOX 256,SIMPSON,
1322,DIXON SPRINGS: 422-28,RT 1 BOX 256,SIMPSON,
1323,DIXON SPRINGS: 422-32,RT 1 BOX 256,SIMPSON,
1324,DIXON SPRINGS: 422-35,RT 1 BOX 256,SIMPSON,
1325,DIXON SPRINGS: 124-01,RT 1 BOX 256,SIMPSON,
1326,DIXON SPRINGS: 124-02,RT 1 BOX 256,SIMPSON,
1327,DIXON SPRINGS: 124-03,RT 1 BOX 256,SIMPSON,
1328,DIXON SPRINGS: BOAZ FL SCALE HS,RT 1 BOX 256,SIMPSON,
1329,DIXON SPRINGS: 212-39,RT 1 BOX 256,SIMPSON,
1350,DIXON SPRINGS: 293-02,RT 1 BOX 256,SIMPSON,
1351,DIXON SPRINGS: 293-03,RT 1 BOX 256,SIMPSON,
1352,GRAIN BIN DRYER EAST,RT 1 BOX 256,SIMPSON,
1353,DIXON SPRINGS: 293-06,RT 1 BOX 256,SIMPSON,
1354,DIXON SPRINGS: 293-08,RT 1 BOX 256,SIMPSON,
1355,DIXON SPRINGS: 293-09,RT 1 BOX 256,SIMPSON,
1356,DIXON SPRINGS: 293-10,RT 1 BOX 256,SIMPSON,
1357,GRAIN BIN DRYER WEST,RT 1 BOX 256,SIMPSON,
1358,DIXON SPRINGS: 293-16,RT 1 BOX 256,SIMPSON,
1359,DIXON SPRINGS: 293-18,RT 1 BOX 256,SIMPSON,
1360,DIXON SPRINGS: 293-19,RT 1 BOX 256,SIMPSON,
1361,DIXON SPRINGS: 293-20,RT 1 BOX 256,SIMPSON,
1362,DIXON SPRINGS: 293-21,RT 1 BOX 256,SIMPSON,
1363,DIXON SPRINGS: 293-22,RT 1 BOX 256,SIMPSON,
1364,DIXON SPRINGS: 293-24,RT 1 BOX 256,SIMPSON,
1365,DIXON SPRINGS: PEST RINSATE,RT 1 BOX 256,SIMPSON,
1370,DIXON SPRINGS STORAGE SHED SCHUCHARDT,RT 1 BOX 256,SIMPSON,
1371,DIXON SPRINGS DWELLING SCHUCHARDT (NONE),RT 1 BOX 256,SIMPSON,
1372,DIXON SPRINGS WATER SYSTEM HORTICULTURE,RT 1 BOX 256,SIMPSON,
1373,DIXON SPRINGS HEADHOUSE (NONE),RT 1 BOX 256,SIMPSON,
1374,DIXON SPRINGS GREENHOUSE (NONE),RT 1 BOX 256,SIMPSON,
1375,DIXON SPRINGS GREENHOUSE SHOP (NONE),RT 1 BOX 256,SIMPSON,
1376,DIXON SPRINGS DWELLING BROWN (NONE),RT 1 BOX 256,SIMPSON,
1377,DIXON SPRINGS WEATHER STATION (NONE),RT 1 BOX 256,SIMPSON,
1378,DIXON SPRINGS UOFI HORTICULTURE #1 HOUSE,RT 1 BOX 256,SIMPSON,
1379,DIXON SPRINGS STORAGE SHED (NONE),RT 1 BOX 256,SIMPSON,
1380,DIXON SPRINGS DWELLING IFRC (NONE),RT 1 BOX 256,SIMPSON,
1381,DIXON SPRINGS DWELLING ARNOLD (NONE),RT 1 BOX 256,SIMPSON,
1382,DIXON SPRINGS GARAGE IFRC (NONE),RT 1 BOX 256,SIMPSON,
1383,DIXON SPRINGS DWELLING WRIGHT (NONE),RT 1 BOX 256,SIMPSON,
1384,DIXON SPRINGS GARAGE WRIGHT (NONE),RT 1 BOX 256,SIMPSON,
1385,DIXON SPRINGS HOUSE TRAILER (NONE),RT 1 BOX 256,SIMPSON,
1386,DIXON SPRINGS LAB INSECTARY APPLEBY NONE,RT 1 BOX 256,SIMPSON,
1387,DIXON SPRINGS STORAGE SHED/INSECTARY,RT 1 BOX 256,SIMPSON,
1388,DIXON SPRINGS STORAGE SHED (NONE),RT 1 BOX 256,SIMPSON,
1389,DIXON SPRINGS STORAGE SHED (NONE),RT 1 BOX 256,SIMPSON,
1390,DIXON SPRINGS STORAGE SHED (NONE),RT 1 BOX 256,SIMPSON,
1391,DIXON SPRINGS DORM & MEETING HALL (NONE),RT 1 BOX 256,SIMPSON,
1392,DIXON SPRINGS LAB (NONE),RT 1 BOX 256,SIMPSON,
1393,"DIXON SPRINGS OFFICE,ADMIN BLDG (NONE)",RT 1 BOX 256,SIMPSON,
1394,DIXON SPRINGS RUN OFF SHED (NONE),RT 1 BOX 256,SIMPSON,
1395,DIXON SPRINGS RUN OFF SHED (NONE),RT 1 BOX 256,SIMPSON,
1396,DIXON SPRINGS PAVILION WEST OF DORM NONE,RT 1 BOX 256,SIMPSON,
1397,DIXON SPRINGS FORESTRY SHOP (NONE),RT 1 BOX 256,SIMPSON,
1398,DIXON SPRINGS PIG BARN 1,RT 1 BOX 256,SIMPSON,
1399,DIXON SPRINGS PIG BARN 2,RT 1 BOX 256,SIMPSON,
1400,DIXON SPRINGS PIG BARN 3,RT 1 BOX 256,SIMPSON,
1401,DIXON SPRINGS PIG BARN LAB,RT 1 BOX 256,SIMPSON,
1402,DIXON SPRINGS GREEN BARN,RT 1 BOX 256,SIMPSON,
1403,DIXON SPRINGS SHOP,RT 1 BOX 256,SIMPSON,
1404,DIXON SPRINGS STUDENT HOUSE,RT 1 BOX 256,SIMPSON,
1405,DIXON SPRINGS HART HOUSE,RT 1 BOX 256,SIMPSON,
1406,DIXON SPRINGS ISOLATION/LOCKER ROOM,RT 1 BOX 256,SIMPSON,
1407,DIXON SPRINGS OFFICE/LAB,RT 1 BOX 256,SIMPSON,
1408,DIXON SPRINGS CULLOM BARN,RT 1 BOX 256,SIMPSON,
1409,DIXON SPRINGS WIDEMAN BARN,RT 1 BOX 256,SIMPSON,
1410,DIXON SPRINGS STUD BARN,RT 1 BOX 256,SIMPSON,
1411,DIXON SPRINGS HART GARAGE,RT 1 BOX 256,SIMPSON,
1412,DIXON SPRINGS STUDENT GARAGE,RT 1 BOX 256,SIMPSON,
1413,DIXON SPRINGS SHACK,RT 1 BOX 256,SIMPSON,
1414,DIXON SPRINGS GESTATION SHELTER,RT 1 BOX 256,SIMPSON,
1415,DIXON SPRINGS HAY SHED AT CULLOM,RT 1 BOX 256,SIMPSON,
1416,DIXON SPRINGS RED BARN,RT 1 BOX 256,SIMPSON,
1417,DIXON SPRINGS FIREHOUSE,RT 1 BOX 256,SIMPSON,
1418,DIXON SPRINGS SWINE GROW-FINISH SHELTER,RT 1 BOX 256,SIMPSON,
1420,ST CHARLES HORT. RES CTR - MAIN BLDG,3480   LINCOLN HIGHWAY,"ST CHARLES, IL",
1421,ST CHARLES HORT. RES CTR - GREENHOUSE,3480   LINCOLN HIGHWAY,"ST CHARLES, IL",
1422,ST CHARLES HORT. RES CTR - GARAGE,3480   LINCOLN HIGHWAY,"ST CHARLES, IL",
1423,BROWNSTOWN AG. RES CTR - EQUIP/SUPPLIES STORAGE,ROUTE 185,"BROWNSTOWN, IL",
1424,BROWNSTOWN AG. RES CTR - OFFICE/SMALL DRY LAB,ROUTE 185,"BROWNSTOWN, IL",
1425,BROWNSTOWN AG. RES CTR - SHOP/EQUIP STORAGE,ROUTE 185,"BROWNSTOWN, IL",
1426,BROWNSTOWN AG. RES CTR - EQUIPMENT STORAGE,ROUTE 185,"BROWNSTOWN, IL",
1427,BROWNSTOWN AG. RES CTR - PESTICIDES,ROUTE 185,"BROWNSTOWN, IL",
1428,NORTHERN IL AG. RES CTR - RESIDENCE,14509   UNIVERSITY ROAD,"SHABBONA, IL",
1429,NORTHERN IL AG. RES CTR - GARAGE,14509   UNIVERSITY ROAD,"SHABBONA, IL",
1430,"NORTHERN IL AG. RES CTR - OFFICE, SHOP, MTG RM, STORAGE",14509   UNIVERSITY ROAD,"SHABBONA, IL",
1431,NORTHERN IL AG. RES CTR - OLD SHOP & MACHINERY STORAGE,14509   UNIVERSITY ROAD,"SHABBONA, IL",
1432,NORTHERN IL AG. RES CTR - PESTICIDE BUILDING,14509   UNIVERSITY ROAD,"SHABBONA, IL",
1433,NORTHERN IL AG. RES CTR - GRAIN BINS (3),14509   UNIVERSITY ROAD,"SHABBONA, IL",
1434,NORTHERN IL AG. RES CTR - GREENHOUSE,14509   UNIVERSITY ROAD,"SHABBONA, IL",
1435,NORTHWESTERN IL AG. RES & DEMO CTR - GARAGE,321   210TH AVENUE,"MONMOUTH, IL",
1436,NORTHWESTERN IL AG. RES & DEMO CTR - QUONSEET,321   210TH AVENUE,"MONMOUTH, IL",
1437,NORTHWESTERN IL AG. RES & DEMO CTR - WOODEN SHED #1,321   210TH AVENUE,"MONMOUTH, IL",
1438,NORTHWESTERN IL AG. RES & DEMO CTR - WOODEN SHED #2,321   210TH AVENUE,"MONMOUTH, IL",
1439,NORTHWESTERN IL AG. RES & DEMO CTR - WOODEN SHED #3,321   210TH AVENUE,"MONMOUTH, IL",
1440,NORTHWESTERN IL AG. RES & DEMO CTR - SEED HOUSE,321   210TH AVENUE,"MONMOUTH, IL",
1441,NORTHWESTERN IL AG. RES & DEMO CTR - SHOP/OFFICE BUILDING,321   210TH AVENUE,"MONMOUTH, IL",
1442,NORTHWESTERN IL AG. RES & DEMO CTR - PESTICIDE BUILDING,321   210TH AVENUE,"MONMOUTH, IL",
1443,NORTHWESTERN IL AG. RES & DEMO CTR - GRAIN BINS (3) 3500 BU,321   210TH AVENUE,"MONMOUTH, IL",
1444,NORTHWESTERN IL AG. RES & DEMO CTR - GRAIN BINS (2) 1200 BU,321   210TH AVENUE,"MONMOUTH, IL",
1445,ORR AG. RES & DEMO CTR - MAIN BUILDING,37803   STATE HWY 104,"PERRY, IL",
1446,ORR AG. RES & DEMO CTR - WHITE MACHINE SHED,37803   STATE HWY 104,"PERRY, IL",
1447,ORR AG. RES & DEMO CTR - CHEMICAL STORAGE BUILDING,37803   STATE HWY 104,"PERRY, IL",
1448,"ORR AG. RES & DEMO CTR - CENTER RESIDENCE, OFFICE",37803   STATE HWY 104,"PERRY, IL",
1449,ORR AG. RES & DEMO CTR - MACHINE SHED,37803   STATE HWY 104,"PERRY, IL",
1450,"ORR AG. RES & DEMO CTR - CATTLE HANDLING, SHOP, STORAGE",37803   STATE HWY 104,"PERRY, IL",
1451,ORR AG. RES & DEMO CTR - GRAIN STORAGE FACILITY,37803   STATE HWY 104,"PERRY, IL",
1452,ORR AG. RES & DEMO CTR - CATTLE LOAFING SHED #1,37803   STATE HWY 104,"PERRY, IL",
1453,ORR AG. RES & DEMO CTR - CATTLE LOAFING SHED #2,37803   STATE HWY 104,"PERRY, IL",
1454,ORR AG. RES & DEMO CTR - CATTLE LOAFING SHED #3,37803   STATE HWY 104,"PERRY, IL",
1455,ORR AG. RES & DEMO CTR - CATTLE LOAFING SHED #4,37803   STATE HWY 104,"PERRY, IL",
1456,ORR AG. RES & DEMO CTR - CATTLE LOAFING SHED #5,37803   STATE HWY 104,"PERRY, IL",
1457,ORR AG. RES & DEMO CTR - CATTLE LOAFING SHED #6,37803   STATE HWY 104,"PERRY, IL",
1458,ORR AG. RES & DEMO CTR - BEEF CATTLE RESIDENCE,37803   STATE HWY 104,"PERRY, IL",
1459,ORR AG. RES & DEMO CTR - COMMODITY STORAGE SHED,37803   STATE HWY 104,"PERRY, IL",
1460,ORR AG. RES & DEMO CTR - HAY STORAGE #1,37803   STATE HWY 104,"PERRY, IL",
1461,ORR AG. RES & DEMO CTR - HAY STORAGE #2,37803   STATE HWY 104,"PERRY, IL",
1462,ORR AG. RES & DEMO CTR - CALVING BARN,37803   STATE HWY 104,"PERRY, IL",
1463,CROP SCIENCES RESEARCH AND EDUCATION CENTER - MAIN BUILDING,1205 COUNTY ROAD 1200N,CHAMPAIGN,61822
1464,10 UNIT T-HANGAR (EAST),7 AIRPORT ROAD,SAVOY,61874
1465,5 UNIT T-HANGAR (NORTH),WILLARD AIRPORT,SAVOY,61874
1466,"PROVENA MEDICAL OFFICE BUILDING, SUITE 207",1405 W. PARK ST.,URBANA,61801
1467,FSI - INDUSTRIAL TRAINING PROP,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1468,FSI - TRENCH TRAINING PROP,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1469,FSI - RAILROAD PROP,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1470,FSI - GRAIN BIN PROP,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1471,FSI - HEAVY COLLAPSE PILE,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1472,FSI - COLLAPSE BASE OF OPERATIONS,11 EAST GERTY DRIVE,CHAMPAIGN,61820
1473,SOYFACE QUONSET,NULL,URBANA,61801
1474,SOYFACE TRAILER,NULL,URBANA,61801
1475,BROWNFIELD WOODS,N HIGH CROSS ROAD,URBANA,NULL
1476,116 N. WALNUT ST.,116 N. WALNUT ST.,CHAMPAIGN,61820
1477,"CASCADES CENTER, SUITE 201",400 CHATMAN ROAD,SPRINGFIELD,62704
1478,"400 - 440 NORTH CAPITAL ST NW, WASHINGTON DC",400-440 NORTH CAPITAL ST NW,WASHINGTON DC,20001
1479,509 W UNIVERSITY AVE,509 W UNIVERSITY AVE,URBANA,61801
1480,"8 S MICHIGAN, SUITE 814, CHICAGO",8 S MICHIGAN,CHICAGO,60603
1481,"LEWIS AND CLARK COMMUNITY COLLEGE, HASKELL HALL",NULL,GODREY,62035
1482,EBI FARM GREENHOUSE SOUTH FARMS,4110 S. RACE,URBANA,61801
1483,TECHNICAL DEVELOPMENT AND FABRICATION CENTER III,210 HAZELWOOD DRIVE,CHAMPAIGN,61820
1484,LINCOLN COMMERCE CENTER,726-732 KILLARNEY,URBANA,61801
1485,"SOLAR DECATHLON HOUSE ""RE_HOME"" 2011",3605 S. RACE STREET,URBANA,61801
1487,PTI-CONTROL BOOTH,609 1/2 E. CURTIS ROAD,CHAMPAIGN,61820
1488,512 E GREEN - 4TH FLOOR,512 E GREEN,CHAMPAIGN,61820
1490,EBI SITE OFFICE,4301 S. PHILO ROAD,URBANA,61801
1491,EBI CORN CRIB,4301 S. PHILO ROAD,URBANA,61801
1492,AERONOMY SHED,1600E AND .7 MILES N OF 1900N,URBANA,61801
1493,AERONOMY POLE BARN,1600E AND .7 MILES N OF 1900N,URBANA,61801
1494,CENTER FOR WOUNDED VETERANS IN HIGHER EDUCATION,908 W. NEVADA,URBANA,61801
1502,"1203 W OREGON, URBANA -GROUNDS SHED",1203 W. OREGON,URBANA,61801
1503,1110 W. STOUGHTON,1110 W. STOUGHTON,CHAMPAIGN,61820
1504,INFORMATION CENTERS,MULTIPLE LOCATIONS,CHAMPAIGN,
1507,Swine Research Center – Swine Calorimeter Unit,3502 S. First Street,CHAMPAIGN,61820
,(additional building at “Swine Research Center”),,,
1508,Crop Sciences Research Facility,321 210th Avenue, MONMOUTH,61462
 1509,YAHOO BUILDING - Z-4,1908 S. FIRST,CHAMPAIGN,61820
1510," Main Building 4, UIUC – CERL", 2902 Newmark Drive,CHAMPAIGN,61822
1511,PIGLET NUTRITION AND COGNITION LAB,4900 S. RACE ST.,URBANA,61801
1512,CERL – Plant/Soil Response Facility,2902 Newmark Drive,CHAMPAIGN,61820
2001,ALLERTON MAIN HOUSE-RAPCC,MONTICELLO,MONTICELLO,61856
2002,ALLERTON GATEHOUSE-RAPCC,3502 S. FIRST ST.,MONTICELLO,61856
2003,ALLERTON HOUSE IN THE WOODS-RAPCC,MONTICELLO,MONTICELLO,61856
2004,ALLERTON EVERGREEN LODGE-RAPCC,MONTICELLO,MONTICELLO,61856
2005,ALLERTON METAL BLDG-4H,MONTICELLO,MONTICELLO,61856
2006,ALLERTON GARAGE-RAPCC,MONTICELLO,MONTICELLO,61856
2007,ALLERTON WEST GARDEN CTG-RAPCC,MONTICELLO,MONTICELLO,61856
2008,ALLERTON TOOL HOUSE-RAPCC,MONTICELLO,MONTICELLO,61856
2009,ALLERTON CHICKEN HOUSE-RAPCC,MONTICELLO,MONTICELLO,61856
2010,ALLERTON VISITOR'S CENTER-RAPCC,MONTICELLO,MONTICELLO,61856
2011,ALLERTON MAIN TOILET-RAPCC,MONTICELLO,MONTICELLO,61856
2012,ALLERTON RIFLE SHELTER-4H,MONTICELLO,MONTICELLO,61856
2013,ALLERTON CAR SHOP-RAPCC,MONTICELLO,MONTICELLO,61856
2014,ALLERTON FARM HOUSE 1B-RAPCC,MONTICELLO,MONTICELLO,61856
2015,ALLERTON WOODSHOP-RAPCC,MONTICELLO,MONTICELLO,61856
2016,ALLERTON GARAGE-RAPCC,MONTICELLO,MONTICELLO,61856
2017,ALLERTON GARAGE-RAPCC,MONTICELLO,MONTICELLO,61856
2018,ALLERTON SOUTH GARDEN CTG-RAPCC,MONTICELLO,MONTICELLO,61856
2019,ALLERTON METAL/WELDING-RAPCC,MONTICELLO,MONTICELLO,61856
