Building No.,Building Name,Address,City,ZIP
1,DAVENPORT HALL,607 S. MATHEWS,URBANA,61801
2,"ART-EAST ANNEX, STUDIO 2",1301 S. GOODWIN,URBANA,61801
3,MCKINLEY HEALTH CENTER,1109 S. LINCOLN,URBANA,61801
4,HARDING BAND BUILDING,1103 S. SIXTH,CHAMPAIGN,61820
5,GYM ANNEX,1402 W. SPRINGFIELD,URBANA,61801
6,ARMORY,505 E. ARMORY,CHAMPAIGN,61820
7,FOELLINGER AUDITORIUM,709 S. MATHEWS,URBANA,61801
8,AGRICULTURAL ENGR SCIENCES BLDG,1304 W. PENNSYLVANIA,URBANA,61801
9,ELECTRICAL ENGR ANNEX,104  S. BURRILL AVE.,URBANA,
10,CHEMISTRY ANNEX,601 S. MATHEWS,URBANA,61801
11,CERAMICS KILN HOUSE,107 S. GOODWIN,URBANA,61801
12,NOYES LABORATORY OF CHEMISTRY,505 S. MATHEWS,URBANA,61801
13,TALBOT LABORATORY,104 S. WRIGHT,URBANA,61801
14,ICE ARENA,406 E. ARMORY,CHAMPAIGN,61820
15,ENGINEERING HALL,1308 W. GREEN,URBANA,61801
16,ELECTRICAL ENGR RES LAB,106  S. BURRILL AVE.,URBANA,
17,ADVANCED COMPUTATION BLDG,1011 W. SPRINGFIELD,URBANA,61801
18,"ART-EAST ANNEX, STUDIO 1",1208 PEABODY DR.,URBANA,61801
19,ORNAMENTAL HORTICULTURE BUILDING,1107 W. DORNER,URBANA,61801
20,PHYSIOLOGY RESEARCH LABORATORY,301 E. HAZELWOOD,CHAMPAIGN,61820
21,KENNEY GYMNASIUM,1406 W. SPRINGFIELD,URBANA,61801
22,"GREENHOUSE, NORTH",105  S. BURRILL AVE.,URBANA,
23,ILLINI UNION,1401 W. GREEN,URBANA,61801
24,NEWMARK CIVIL ENGINEERING BUILDING,205 N. MATHEWS,URBANA,61801
25,HARKER HALL,1305 W. GREEN,URBANA,61801
26,ALTGELD HALL,1409 W. GREEN,URBANA,61801
27,LINCOLN HALL,702 S. WRIGHT,URBANA,61801
28,AERONAUTICAL LABORATORY A,101 S. GOODWIN,URBANA,61801
29,MECHANICAL ENGINEERING LABORATORY,105 S. MATHEWS,URBANA,61801
30,AERO LAB B,102  S. BURRILL AVE.,URBANA,
31,DYNAMICS TESTING LABORATORY,609 E. CURTIS RD.,CHAMPAIGN,61820
32,NATURAL HISTORY BUILDING,1301 W. GREEN,URBANA,61801
33,OBSERVATORY,901 S. MATHEWS,URBANA,61801
34,MATERIALS SCIENCE AND ENG BLDG,1304 W. GREEN,URBANA,61801
35,VEGETABLE CROPS BUILDING,1103 W. DORNER,URBANA,61801
36,ENGINEERING RESEARCH LAB,103  S. MATHEWS AVE.,URBANA,
37,EVERITT ELEC & COMP ENGR LAB,1406 W. GREEN,URBANA,61801
38,FIRE STATION,1306 W. GREEN,URBANA,61801
39,MUSIC BUILDING,1114 W. NEVADA,URBANA,61801
40,STOCK PAVILION,1402 W. PENNSYLVANIA,URBANA,61801
41,LIBRARY,1408 W. GREGORY,URBANA,61801
42,TRANSPORTATION BUILDING,104 S. MATHEWS,URBANA,61801
43,GREGORY HALL,810 S. WRIGHT,URBANA,61801
44,ENGLISH BUILDING,608 S. WRIGHT,URBANA,61801
45,WOODSHOP & FOUNDRY,102  N. BURRILL AVE,URBANA,
46,HENRY ADMINISTRATION BUILDING,506 S. WRIGHT,URBANA,61801
47,HALFWAY HOUSE,S. MATHEWS AVE,CHAMPAIGN,61801
48,NUCLEAR RADIATION LABORATORY,201 S. GOODWIN,URBANA,61801
49,FILTRATION PLANT,1305  W. SPRINGFIELD,URBANA,
50,ARCHITECTURE BUILDING,608 E. LORADO TAFT,CHAMPAIGN,61820
51,BOTANY ANNEX & GRNHS,102  N. MATHEWS AVE.,URBANA,
52,KRANNERT CENTER FOR PERFORMING ARTS,500 S. GOODWIN,URBANA,61801
53,FIRE STATION GARAGE,1304 1/2 W. GREEN ST.,URBANA,
54,DAVID KINLEY HALL,1407 W. GREGORY,URBANA,61801
55,CERAMICS BUILDING,105 S. GOODWIN,URBANA,61801
56,SHELFORD VIVARIUM,606 E. HEALY,CHAMPAIGN,61820
57,ANIMAL GENETICS BUILDING,1301 W. LORADO TAFT,URBANA,61801
58,HUFF HALL,1206 S. FOURTH,CHAMPAIGN,61820
59,SURVEYING BUILDING,607 E. GREGORY,CHAMPAIGN,61820
60,SMITH MEMORIAL HALL,805 S. MATHEWS,URBANA,61801
61,UNIVERSITY HIGH SCHOOL,1212 W. SPRINGFIELD,URBANA,61801
62,CHILD DEVELOPMENT LABORATORY,1105 W. NEVADA,URBANA,61801
63,UNIVERSITY HIGH SCHOOL GYMNASIUM,1207 W. STOUGHTON,URBANA,61801
64,FREER HALL,906 S. GOODWIN,URBANA,61801
65,ILLINI HALL,725 S. WRIGHT,CHAMPAIGN,61820
66,SEITZ MATERIALS RESEARCH LAB,104 S. GOODWIN,URBANA,61801
67,LOOMIS LABORATORY OF PHYSICS,1110 W. GREEN ST.,URBANA,61801
68,HORTICULTURE FIELD LABORATORY,1707 S. ORCHARD,URBANA,61801
69,MUMFORD HALL,1301 W. GREGORY,URBANA,61801
70,CHEMICAL & LIFE SCIENCES LABORATORY,601 S. GOODWIN,URBANA,61801
71,STUDENT SERVICES ARCADE BUILDING,713 S. WRIGHT,CHAMPAIGN,61820
72,MEMORIAL STADIUM,1400 S. FIRST,CHAMPAIGN,61820
73,AGRICULTURAL BIOPROCESS LAB,1302 W. PENNSYLVANIA,URBANA,61801
74,INST GOV & PUBLIC AFFAIRS BLDG,1007 W. NEVADA,URBANA,61801
75,CHILDREN'S RESEARCH CENTER,51 E. GERTY,CHAMPAIGN,61820
76,PSYCHOLOGY LABORATORY,603 E. DANIEL,CHAMPAIGN,61820
77,PLANT SERVICES BUILDING-NORTHEAST,1005 W. WESTERN,URBANA,61801
78,SNYDER HALL,206 E. PEABODY,CHAMPAIGN,61820
79,SCOTT HALL,202 E. PEABODY,CHAMPAIGN,61820
80,WESTON HALL,204 E. PEABODY,CHAMPAIGN,61820
81,PEABODY FOOD SERVICE BUILDING,204 E. PEABODY,CHAMPAIGN,61820
82,GARNER HALL,201 E. GREGORY,CHAMPAIGN,61820
83,FORBES HALL,101 E. GREGORY,CHAMPAIGN,61820
84,HOPKINS HALL,103 E. GREGORY,CHAMPAIGN,61820
85,GREGORY FOOD SERVICE BUILDING,101-103 E. GREGORY,CHAMPAIGN,61820
86,LUNDGREN HALL,1201 S. FOURTH,CHAMPAIGN,61820
87,CLARK HALL,1203 S. FOURTH,CHAMPAIGN,61820
88,BARTON HALL,1205 S. FOURTH,CHAMPAIGN,61820
89,FLAGG HALL,1207 S. FOURTH,CHAMPAIGN,61820
90,NOBLE HALL,1209 S. FOURTH,CHAMPAIGN,61820
91,VAN DOREN HALL,1215 S. FOURTH,CHAMPAIGN,61820
92,TAFT HALL,1213 S. FOURTH,CHAMPAIGN,61820
93,1207 W. SPRINGFIELD,1207  W. SPRINGFIELD,URBANA,
94,ALICE CAMPBELL ALUMNI CENTER,601 S LINCOLN,URBANA,61801
95,SUPERCONDUCTIVITY CENTER,100 S. GOODWIN,URBANA,61801
97,"C-7 PARKING STRUCTURE, STUDENT STAFF",517 E. JOHN STREET,CHAMPAIGN,61820
98,UNIVERSITY POLICE,101  N. MATHEWS AVE.,URBANA,
99,UNDERGRADUATE LIBRARY,1402 W. GREGORY,URBANA,61801
100,PRESIDENT'S HOUSE,800 W. FLORIDA,URBANA,61801
101,BLAISDELL HALL,901 W. PENNSYLVANIA,URBANA,61801
102,SAUNDERS HALL,902 COLLEGE COURT,URBANA,61801
103,BABCOCK HALL,1002 COLLEGE COURT,URBANA,61801
104,CARR HALL,1001 W. PENNSYLVANIA,URBANA,61801
105,PENNSYLVANIA LOUNGE BUILDING,906 W. COLLEGE CT.,URBANA,61801
106,ILLINI UNION BOOKSTORE,807/809 S. WRIGHT,CHAMPAIGN,61820
107,ENVIRONMENTAL RESEARCH ANNEX,1009 W. WESTERN,URBANA,61801
108,COMPUTING APPLICATIONS BUILDING,605 E. SPRINGFIELD,CHAMPAIGN,61820
109,NATURAL RESOURCES BUILDING,607 E. PEABODY,CHAMPAIGN,61820
110,NUCLEAR PHYSICS LABORATORY,25 E. STADIUM DR.,CHAMPAIGN,61820
111,BUSEY HALL,1111 W. NEVADA,URBANA,61801
112,MECHANICAL ENGINEERING BUILDING,1206 W. GREEN,URBANA,61801
113,DAVENPORT HOUSE,807  S. WRIGHT ST.,CHAMPAIGN,
114,POMOLOGY GREENHOUSE-HORT FIELD LAB,1803 S. ORCHARD,URBANA,61801
115,EVANS HALL,1115 W. NEVADA,URBANA,61801
116,ROGER ADAMS LABORATORY,600 S. MATHEWS,URBANA,61801
117,NUCLEAR ENGINEERING LABORATORY,103 S. GOODWIN,URBANA,61801
118,ACTIVITIES & RECREATION CENTER,201 E. PEABODY,CHAMPAIGN,61820
119,"203 S GREGORY, URBANA",203 S. GREGORY,URBANA,61801
120,ABBOTT POWER PLANT,1117 S. OAK,CHAMPAIGN,61820
121,FSI - FIREMANSHIP TRAINING FACILITIES,11 GERTY DR.,CHAMPAIGN,61820
122,RADIO TRANSMITTER STATION,2520 S. FIRST ST. RD.,CHAMPAIGN,61820
123,CLASS MEMORIALS,,,
124,NATIONAL SOYBEAN RESEARCH CENTER,1101 W. PEABODY,URBANA,61801
125,MUMFORD HOUSE,1403 W. LORADO TAFT,URBANA,61801
126,LEVIS FACULTY CENTER,919 W. ILLINOIS,URBANA,61801
127,STORAGE BLDG BAND,SEE MEMO-GENERAL,,
128,GEOLOGICAL SURVEY LABORATORY,1116 S. OAK,CHAMPAIGN,61820
129,"810 S SIXTH, CHAMPAIGN",810 S. SIXTH,CHAMPAIGN,61820
130,COBLE HALL,801 S. WRIGHT,CHAMPAIGN,61820
131,TURNER HALL GREENHOUSES,1102 S. GOODWIN,URBANA,61801
132,FIELD HOUSE - ILLINOIS FIELD,,,
133,NATURAL RESOURCES GARAGE,608 E. PENNSYLVANIA,CHAMPAIGN,61820
134,NATURAL HISTORY SURVEY GREENHOUSE,614 E. PENNSYLVANIA,CHAMPAIGN,61820
135,1201 W. CALIFORNIA,1201  W. CALIFORNIA,URBANA,
136,"STUDENT-STAFF APTS-300 S GOODWIN, U",300 S. GOODWIN,URBANA,61801
137,"STUDENT STAFF APTS #2- 1107 GREEN ST., U",1107 W. GREEN,URBANA,61801
138,BURRILL HALL,407 S. GOODWIN,URBANA,61801
139,"1202 W GREEN, URBANA",1202 W. GREEN,URBANA,61801
140,"ILLINOIS SIMULATOR LABORATORY, BECKMAN INSTITUTE",2100 S. GOODWIN,URBANA,61801
141,LINCOLN AVENUE RESIDENCE HALL,1005 S. LINCOLN,URBANA,61801
142,ALLEN RESIDENCE HALL,1005 W. GREGORY,URBANA,61801
143,"608 S MATHEWS, URBANA",608 S. MATHEWS,URBANA,61801
144,DALKEY ARCHIVE PRESS (PSSB),1805 S. WRIGHT STREET,CHAMPAIGN,61820
145,"1205 1/2 W NEVADA, URBANA",1205 1/2 W. NEVADA,URBANA,61801
146,"1205 W NEVADA, URBANA",1205 W. NEVADA,URBANA,61801
147,1205 W. CALIFORNIA,1205  W. CALIFORNIA,URBANA,NULL
148,COORDINATED SCIENCE LABORATORY,1308 W. MAIN ST.,URBANA,61801
149,COMMERCE ANNEX,1407  W. LORADO TAFT,URBANA,
150,"1208 W SPRINGFIELD, URBANA",1208 W. SPRINGFIELD,URBANA,61801
151,"1204 W NEVADA, URBANA",1204 W. NEVADA,URBANA,61801
152,CIVIL ENGINEERING HYDROSYSTEMS LAB,205 N. MATHEWS,URBANA,61801
153,WAREHOUSE #1 - HYD ENGR LAB #1,100 BLOCK N. GREGORY,URBANA,61801
154,PERSONNEL SERVICES BUILDING,52 E. GREGORY,CHAMPAIGN,61820
155,VOLATILE CHEMICAL STORAGE BLDG,505 S. GOODWIN,URBANA,61801
156,LAW BUILDING,504 E. PENNSYLVANIA AVE.,CHAMPAIGN,61820
157,AFRICAN AMERICAN STUDIES,1201 W. NEVADA,URBANA,61801
158,BEVIER HALL,905 W. GOODWIN,URBANA,61801
159,WOHLERS HALL,1206 S. SIXTH,CHAMPAIGN,61820
160,EDUCATION BUILDING,1310 S. SIXTH ST.,CHAMPAIGN,61820
161,"1401 S MARYLAND, URBANA",1401 S. MARYLAND,URBANA,61801
162,ENGINEERING SENIOR DESIGN LAB,1013 W. WESTERN,URBANA,61801
163,PLANT SERVICES STORAGE BUILDING,1015 W. WESTERN,URBANA,61801
164,STRUCTURAL WAREHOUSE,1017 W. WESTERN,URBANA,61801
165,ANIMAL SCIENCES LABORATORY,1207 W. GREGORY,URBANA,61801
166,STATE FARM CENTER,1800 S. FIRST,CHAMPAIGN,61820
167,COLONEL WOLFE SCHOOL,403 E. HEALY,CHAMPAIGN,61820
168,"1005 W NEVADA, URBANA",1005 W. NEVADA,URBANA,61801
169,BURNSIDES RESEARCH LABORATORY,1208 W. PENNSYLVANIA,URBANA,61801
170,CENTRAL RECEIVING BUILDING,1609 S. OAK,CHAMPAIGN,61820
171,MEAT SCIENCE LABORATORY,1503 S. MARYLAND,URBANA,61801
172,FOREIGN LANGUAGES BUILDING,707 S. MATHEWS,URBANA,61801
173,AFRICAN AMERICAN CULTURE CENTER,708 S. MATHEWS,URBANA,61801
174,ENGINEERING SCIENCES BUILDING,1101 W. SPRINGFIELD,URBANA,61801
175,1009 W. NEVADA,1009  W. NEVADA,URBANA,
176,REHABILITATION EDUCATION CENTER,1207 S. OAK,CHAMPAIGN,61820
177,1204 W. OREGON,1204  W. OREGON,URBANA,
178,"MAILING CENTER-1611 S OAK, CHAMPAIGN",1611 S. OAK,CHAMPAIGN,61820
179,"ILLINI GROVE, SEWARD STALEY",905 W. PENNSYLVANIA,URBANA,61801
180,STU-STAFF AIR CONDITIONING CENTER,1109 W. GREEN,URBANA,61801
181,DANIELS HALL,1010 W. GREEN,URBANA,61801
182,NUCLEAR REACTOR LABORATORY,102 S. GOODWIN,URBANA,61801
183,WOOD ENGINEERING LABORATORY,1305 S. GOODWIN,URBANA,61801
184,1208 WEST NEVADA,1208 W. NEVADA,URBANA,61801
185,H P GAS REGULATING & REDUCING STA,1207 W. WESTERN,URBANA,61801
186,1116 W. ILLINOIS,1116  W. ILLINOIS,URBANA,
187,ENTOMOLOGY LABORATORY,1902 S. GRIFFITH DR.,CHAMPAIGN,61820
188,FRED TURNER STUDENT SERVICES BLDG,610 E. JOHN,CHAMPAIGN,61820
192,MEDICAL SCIENCES BUILDING,506 S. MATHEWS,URBANA,61801
193,SWANLUND ADMINISTRATION BUILDING,601 E. JOHN,CHAMPAIGN,61820
194,USDA NEMATOLOGY GREENHOUSE,1105 W. DONNER,URBANA,61801
195,"1203 W NEVADA, URBANA",1203 W. NEVADA,URBANA,61801
196,OPTICAL PHYSICS AND ENGINEERING BLDG,607 E. HEALY,CHAMPAIGN,61820
197,TURNER HALL,1102 S. GOODWIN,URBANA,61801
198,PHYSICAL PLANT SERVICE BUILDING,1501 S. OAK,CHAMPAIGN,61820
199,"1001 W NEVADA, URBANA",1001 W. NEVADA,URBANA,61801
200,1007 W. NEVADA,1007  W. NEVADA,URBANA,
201,GARAGE AND CAR POOL,1701 S. OAK ST.,CHAMPAIGN,61820
202,HORTICULTURE FIELD LAB STEEL BLDG,1801 S. ORCHARD,URBANA,61801
203,605 S. GOODWIN,605  S. GOODWIN,URBANA,
204,HYDROGEN LIQUEFIER BUILDING,1301 S. OAK,CHAMPAIGN,61820
205,"1203 W OREGON, URBANA",1203 W. OREGON,URBANA,61801
206,ILLINOIS SUSTAINABILITY TECHNOLOGY CNTR,19 E. HAZELWOOD DR.,CHAMPAIGN,61820
207,"1203 1/2 W NEVADA, URBANA",1203 1/2 W. NEVADA,URBANA,61801
208,ATMOSPHERIC SCIENCES BUILDING,105 S. GREGORY STREET,URBANA,61801
209,SPEECH AND HEARING SCIENCE,901 S. SIXTH,CHAMPAIGN,61820
210,DIGITAL COMPUTER LABORATORY,1304 W. SPRINGFIELD,URBANA,61801
211,1203 W. CALIFORNIA,1203  W. CALIFORNIA,URBANA,
212,1202 W. CALIFORNIA,1202  W. CALIFORNIA,URBANA,
213,ENVIRON HEALTH & SAFETY BLDG,101 S. GREGORY AVE.,URBANA,61801
214,"911 S SIXTH, CHAMPAIGN",911 S. SIXTH,CHAMPAIGN,61820
215,"909 S SIXTH, CHAMPAIGN",909 S. SIXTH,CHAMPAIGN,61820
216,POST OFFICE AND SNACK BAR -IL ORANGE,301 E. GREGORY,CHAMPAIGN,61820
217,HOUSING FOOD STORES,1321 S. OAK,CHAMPAIGN,61820
218,SCHOOL OF LABOR & EMPLOYMENT RELATIONS,504 E. ARMORY,CHAMPAIGN,61820
219,ART AND DESIGN BUILDING,408 E. PEABODY,CHAMPAIGN,61820
220,KRANNERT ART MUSEUM,500 E. PEABODY,CHAMPAIGN,61820
221,"805 W PENNSYLVANIA, URBANA",805 W. PENNSYLVANIA,URBANA,61801
222,PRINTING & PHOTOGRAPHIC SERV BLDG,54 E. GREGORY,CHAMPAIGN,61820
223,1207 W. STOUGHTON,1207  W. STOUGHTON,URBANA,
224,"1205 W OREGON, URBANA",1205 W. OREGON,URBANA,61801
225,1006 W. OREGON,1006  W. OREGON,URBANA,
226,"59 E ARMORY, CHAMPAIGN",59 E. ARMORY,CHAMPAIGN,61820
227,ORCHARD PLACE APARTMENTS,1800  S. ORCHARD,URBANA,
228,BECKMAN INSTITUTE,405 N. MATHEWS,URBANA,61801
229,"55 E ARMORY, CHAMPAIGN",55 E. ARMORY,CHAMPAIGN,61820
230,ORCHARD DOWNS LAUNDRY - NORTH,1900 S. ORCHARD,URBANA,61801
231,602 E. GREEN,602 E. GREEN,CHAMPAIGN,61856
232,NORTH CAMPUS CHILLER PLANT,305 N. MATHEWS AVE.,URBANA,61801
233,HOUSING MAINTENANCE SHOP,511 N. HAZELWOOD DRIVE,URBANA,61801
234,ARMORY AVENUE WAREHOUSE,24 E. ARMORY,CHAMPAIGN,61820
235,"512 E CHALMERS, CHAMPAIGN",512 E. CHALMERS,CHAMPAIGN,61820
236,ORCHARD DOWNS LAUNDRY - SOUTH,2054 S. ORCHARD,URBANA,61801
237,MICRO AND NANOTECHNOLOGY LABORATORY,208 N. WRIGHT ST.,URBANA,61801
238,"1207 W OREGON, URBANA",1207 W. OREGON,URBANA,61801
239,VET MED RESEARCH BLDG,1608  S. MARYLAND,URBANA,
240,ORCHARD DOWNS APARTMENTS,1900  S. ORCHARD (1900-2200 S. ORCH),URBANA,
241,TELEVISION BLDG,302  N. GOODWIN,URBANA,
242,MORRILL HALL,505 S. GOODWIN,URBANA,61801
243,"508 S SIXTH, CHAMPAIGN",508 S. SIXTH,CHAMPAIGN,61820
244,UNIVERSAL WASTE SYSTEM BUILDING,1409 S. OAK,CHAMPAIGN,61820
245,"205 S GOODWIN, URBANA",205 S. GOODWIN,URBANA,61801
246,710 S. GOODWIN,710  S. GOODWIN,URBANA,
247,"625 S. WRIGHT- suite 103, 201",625 S. WRIGHT ST.,CHAMPAIGN,
248,ORCHARD PLACE,S. ORCHARD,URBANA,
249,ORCHARD DOWNS COMMUNITY BUILDING,509 W. GEORGE HUFF COURT,URBANA,61801
250,"912 S FIFTH, CHAMPAIGN",912 S. FIFTH,CHAMPAIGN,61820
251,PRINTING SERVICES BUILDING,54  E. GREGORY DR.,CHAMPAIGN,
252,HOUSING WAREHOUSE,511 W. HAZELWOOD DRIVE,URBANA,61801
253,907 W. ILLINOIS,907  W. ILLINOIS,URBANA,
254,901 W. ILLINOIS,901  W. ILLINOIS,URBANA,
255,UNIVERSITY PRESS BUILDING,1325 S. OAK,CHAMPAIGN,61820
256,PLANT SCIENCES LABORATORY,1201 S. DORNER DRIVE,URBANA,61801
257,RICHARD T. UBBEN BASKETBALL COMPLEX,1750 S. FOURTH ST.,CHAMPAIGN,61820
258,"909 W NEVADA, URBANA",909 W. NEVADA,URBANA,61801
260,FORESTRY GREENHOUSE,1807  S. ORCHARD,URBANA,
261,ORCHARD SOUTH APARTMENTS,S. ORCHARD,URBANA,
262,"510 E CHALMERS, CHAMPAIGN",510 E. CHALMERS,CHAMPAIGN,61820
263,"57 E ARMORY, CHAMPAIGN",57 E. ARMORY,CHAMPAIGN,61820
265,602 S. SIXTH ST.,602  S. SIXTH ST.,CHAMPAIGN,NULL
266,1110 W. MAIN,1110  W. MAIN,URBANA,
267,"408 S GOODWIN, URBANA",408 S. GOODWIN,URBANA,61801
268,DANCE STUDIO,905 W. NEVADA,URBANA,61801
270,WASTE TRANSFER & MAT. RECOVERY FACILITY,10 ST. MARY'S ROAD,CHAMPAIGN,61820
271,1210 W. CALIFORNIA,1210  W. CALIFORNIA,URBANA,
272,WARDALL HALL - ISRH - WOMEN'S BLDG,1012 W. ILLINOIS ST.,URBANA,61801
273,TOWNSEND HALL - ISRH - MEN'S BLDG,918 W. ILLINOIS ST.,URBANA,61801
274,LOUNGE BUILDING - ISRH,1010 W. ILLINOIS ST.,URBANA,61801
275,FOOD SERVICE BUILDING - ISRH,1010 W. ILLINOIS ST.,URBANA,61801
276,LIBRARY AIR CONDITIONING CENTER CHILLER PLANT,608 E. GREGORY DRIVE,CHAMPAIGN,61820
277,POLICE TRAINING INSTITUTE - TACTICAL,609 1/2 E. CURTIS,CHAMPAIGN,61820
278,"1210 W SPRINGFIELD, URBANA",1210 W. SPRINGFIELD,URBANA,61801
279,"51 E ARMORY, CHAMPAIGN",51 E. ARMORY,CHAMPAIGN,61820
280,"CREDIT UNION BUILDING, UOFI EMPLOYEE",2201 S. FIRST ST.,CHAMPAIGN,61820
281,ADMIN INFORMATION TECHNOLOGY BLDG,50 E. GERTY,CHAMPAIGN,61820
282,STATE REGIONAL OFFICE BUILDING,2125 S. FIRST,CHAMPAIGN,61820
283,DRIVER TRAINING FACILITY,8 E. GERTY,CHAMPAIGN,61820
285,"912 W ILLINOIS, URBANA",912 W. ILLINOIS,URBANA,61801
286,907 W. NEVADA,907  W. NEVADA ST.,URBANA,
287,CLINICAL SKILLS LEARNING CENTER,1102 W. HAZELWOOD,URBANA,61801
288,PHYSICS RESEARCH LAB STORAGE BLDG,301 E. HAZELWOOD,CHAMPAIGN,61820
289,WATER SURVEY RESEARCH CENTER #2,30 BAILEY DR.,CHAMPAIGN,61820
290,FSI - FIRE STATION,GERTY DR.,CHAMPAIGN,61820
291,SHERMAN HALL - SINGLE GRAD HOUSING,909 S. FIFTH,CHAMPAIGN,61820
292,VETERINARY TEACHING HOSPITAL,1008 W HAZELWOOD DR.,URBANA,61801
294,FSI - CLASSROOM/OFF,11 GERTY DR.,CHAMPAIGN,61820
295,TRELEASE HALL - FARH - WOMEN'S BLDG,901 COLLEGE COURT,URBANA,61801
296,OGLESBY HALL - FARH - MEN'S BLDG,1005 COLLEGE COURT,URBANA,61801
297,FOOD SERVICE BUILDING - FARH,1001 COLLEGE COURT,URBANA,61801
298,PHYSICAL PLANT STORAGE BUILDING 'A',1501 S. OAK,CHAMPAIGN,61820
299,POLICE TRAINING INSTITUTE STORAGE,609 1/2 E. CURTIS,CHAMPAIGN,61820
300,ASTRONOMY BUILDING,1002 W. GREEN,URBANA,61801
301,CERL-MAIN BUILDING 1,2902 NEWMARK DR.,CHAMPAIGN,61820
302,DRIVER TRAINING SITE STORAGE BLDG,6 E. GERTY,CHAMPAIGN,61820
303,PLAY FIELD SERVICE BUILDING,1006 W. ST. MARYS RD.,URBANA,61801
304,TRACK STADIUM,1615 S. WRIGHT ST.,CHAMPAIGN,61820
305,CLAY HYDROLOGY LABORATORY,1835 S. OAK ST.,CHAMPAIGN,61820
306,BUILDING RESEARCH COUNCIL BUILDING,1 E. ST. MARYS RD.,CHAMPAIGN,61820
307,BIOLOGICAL CONTROL LABORATORY,1904 S. GRIFFITH DR.,CHAMPAIGN,61820
308,1208 W. CALIFORNIA,1208  W. CALIFORNIA,URBANA,
309,NATURAL HISTORY SURVEY STORAGE B #4,1823 S. OAK ST.,CHAMPAIGN,61820
310,301 S. WRIGHT,301  S. WRIGHT ST.,CHAMPAIGN,
311,NATURAL HISTORY SURVEY STORAGE B #3,1833 S. OAK ST.,CHAMPAIGN,61820
312,NATURAL HISTORY SURVEY STORAGE B #2,1831 S. OAK ST.,CHAMPAIGN,61820
313,NATURAL HISTORY SURVEY STORAGE B #1,1821 S. OAK ST.,CHAMPAIGN,61820
314,BUILDING RESEARCH COUNCIL LABORATORY,1800 S. GRIFFITH,CHAMPAIGN,61820
315,SHOP AND EQUIPMENT BUILDING,1825 S. OAK ST.,CHAMPAIGN,61820
